method,class_id,prompt,seed,ratio,beta,image_path,time_sec,peak_mem_gb
full,602,a photo of a horizontal bar,1,0.0,0.0,generated/full/class_0602_seed1_a_photo_of_a_horizontal_bar.png,5.1331,6.1226
full,603,a photo of a horse cart,0,0.0,0.0,generated/full/class_0603_seed0_a_photo_of_a_horse_cart.png,5.1479,6.1226
full,603,a photo of a horse cart,1,0.0,0.0,generated/full/class_0603_seed1_a_photo_of_a_horse_cart.png,5.1078,6.1226
full,604,a photo of a hourglass,0,0.0,0.0,generated/full/class_0604_seed0_a_photo_of_a_hourglass.png,5.0923,6.1226
full,604,a photo of a hourglass,1,0.0,0.0,generated/full/class_0604_seed1_a_photo_of_a_hourglass.png,5.1090,6.1226
full,605,a photo of a iPod,0,0.0,0.0,generated/full/class_0605_seed0_a_photo_of_a_iPod.png,5.1308,6.1226
full,605,a photo of a iPod,1,0.0,0.0,generated/full/class_0605_seed1_a_photo_of_a_iPod.png,5.0808,6.1226
full,606,a photo of a iron,0,0.0,0.0,generated/full/class_0606_seed0_a_photo_of_a_iron.png,5.1124,6.1226
full,606,a photo of a iron,1,0.0,0.0,generated/full/class_0606_seed1_a_photo_of_a_iron.png,5.1000,6.1226
full,607,a photo of a jack-o'-lantern,0,0.0,0.0,generated/full/class_0607_seed0_a_photo_of_a_jack-o-lantern.png,5.1060,6.1226
full,607,a photo of a jack-o'-lantern,1,0.0,0.0,generated/full/class_0607_seed1_a_photo_of_a_jack-o-lantern.png,5.1166,6.1226
full,608,a photo of a jean,0,0.0,0.0,generated/full/class_0608_seed0_a_photo_of_a_jean.png,5.0739,6.1226
full,608,a photo of a jean,1,0.0,0.0,generated/full/class_0608_seed1_a_photo_of_a_jean.png,5.1033,6.1226
full,609,a photo of a jeep,0,0.0,0.0,generated/full/class_0609_seed0_a_photo_of_a_jeep.png,5.0945,6.1226
full,609,a photo of a jeep,1,0.0,0.0,generated/full/class_0609_seed1_a_photo_of_a_jeep.png,5.1040,6.1226
full,610,a photo of a jersey,0,0.0,0.0,generated/full/class_0610_seed0_a_photo_of_a_jersey.png,5.0948,6.1226
full,610,a photo of a jersey,1,0.0,0.0,generated/full/class_0610_seed1_a_photo_of_a_jersey.png,5.1076,6.1226
full,611,a photo of a jigsaw puzzle,0,0.0,0.0,generated/full/class_0611_seed0_a_photo_of_a_jigsaw_puzzle.png,5.0610,6.1226
full,611,a photo of a jigsaw puzzle,1,0.0,0.0,generated/full/class_0611_seed1_a_photo_of_a_jigsaw_puzzle.png,5.1556,6.1226
full,612,a photo of a jinrikisha,0,0.0,0.0,generated/full/class_0612_seed0_a_photo_of_a_jinrikisha.png,5.2257,6.1226
full,612,a photo of a jinrikisha,1,0.0,0.0,generated/full/class_0612_seed1_a_photo_of_a_jinrikisha.png,5.1875,6.1226
full,613,a photo of a joystick,0,0.0,0.0,generated/full/class_0613_seed0_a_photo_of_a_joystick.png,5.1706,6.1226
full,613,a photo of a joystick,1,0.0,0.0,generated/full/class_0613_seed1_a_photo_of_a_joystick.png,5.2474,6.1226
full,614,a photo of a kimono,0,0.0,0.0,generated/full/class_0614_seed0_a_photo_of_a_kimono.png,5.1421,6.1226
full,614,a photo of a kimono,1,0.0,0.0,generated/full/class_0614_seed1_a_photo_of_a_kimono.png,5.1433,6.1226
full,615,a photo of a knee pad,0,0.0,0.0,generated/full/class_0615_seed0_a_photo_of_a_knee_pad.png,5.1419,6.1226
full,615,a photo of a knee pad,1,0.0,0.0,generated/full/class_0615_seed1_a_photo_of_a_knee_pad.png,5.2007,6.1226
full,616,a photo of a knot,0,0.0,0.0,generated/full/class_0616_seed0_a_photo_of_a_knot.png,5.2427,6.1226
full,616,a photo of a knot,1,0.0,0.0,generated/full/class_0616_seed1_a_photo_of_a_knot.png,5.1858,6.1226
full,617,a photo of a lab coat,0,0.0,0.0,generated/full/class_0617_seed0_a_photo_of_a_lab_coat.png,5.2090,6.1226
full,617,a photo of a lab coat,1,0.0,0.0,generated/full/class_0617_seed1_a_photo_of_a_lab_coat.png,5.2018,6.1226
full,618,a photo of a ladle,0,0.0,0.0,generated/full/class_0618_seed0_a_photo_of_a_ladle.png,5.1385,6.1226
full,618,a photo of a ladle,1,0.0,0.0,generated/full/class_0618_seed1_a_photo_of_a_ladle.png,5.2304,6.1226
full,619,a photo of a lampshade,0,0.0,0.0,generated/full/class_0619_seed0_a_photo_of_a_lampshade.png,5.1627,6.1226
full,619,a photo of a lampshade,1,0.0,0.0,generated/full/class_0619_seed1_a_photo_of_a_lampshade.png,5.1856,6.1226
full,620,a photo of a laptop,0,0.0,0.0,generated/full/class_0620_seed0_a_photo_of_a_laptop.png,5.2174,6.1226
full,620,a photo of a laptop,1,0.0,0.0,generated/full/class_0620_seed1_a_photo_of_a_laptop.png,5.1781,6.1226
full,621,a photo of a lawn mower,0,0.0,0.0,generated/full/class_0621_seed0_a_photo_of_a_lawn_mower.png,5.1688,6.1226
full,621,a photo of a lawn mower,1,0.0,0.0,generated/full/class_0621_seed1_a_photo_of_a_lawn_mower.png,5.1490,6.1226
full,622,a photo of a lens cap,0,0.0,0.0,generated/full/class_0622_seed0_a_photo_of_a_lens_cap.png,5.2529,6.1226
full,622,a photo of a lens cap,1,0.0,0.0,generated/full/class_0622_seed1_a_photo_of_a_lens_cap.png,5.2197,6.1226
full,623,a photo of a letter opener,0,0.0,0.0,generated/full/class_0623_seed0_a_photo_of_a_letter_opener.png,5.2419,6.1226
full,623,a photo of a letter opener,1,0.0,0.0,generated/full/class_0623_seed1_a_photo_of_a_letter_opener.png,4.8263,6.1226
full,624,a photo of a library,0,0.0,0.0,generated/full/class_0624_seed0_a_photo_of_a_library.png,5.2225,6.1226
full,624,a photo of a library,1,0.0,0.0,generated/full/class_0624_seed1_a_photo_of_a_library.png,5.1656,6.1226
full,625,a photo of a lifeboat,0,0.0,0.0,generated/full/class_0625_seed0_a_photo_of_a_lifeboat.png,5.2152,6.1226
full,625,a photo of a lifeboat,1,0.0,0.0,generated/full/class_0625_seed1_a_photo_of_a_lifeboat.png,5.2744,6.1226
full,626,a photo of a lighter,0,0.0,0.0,generated/full/class_0626_seed0_a_photo_of_a_lighter.png,5.3010,6.1226
full,626,a photo of a lighter,1,0.0,0.0,generated/full/class_0626_seed1_a_photo_of_a_lighter.png,5.2226,6.1226
full,627,a photo of a limousine,0,0.0,0.0,generated/full/class_0627_seed0_a_photo_of_a_limousine.png,5.2271,6.1226
full,627,a photo of a limousine,1,0.0,0.0,generated/full/class_0627_seed1_a_photo_of_a_limousine.png,5.2540,6.1226
full,628,a photo of a liner,0,0.0,0.0,generated/full/class_0628_seed0_a_photo_of_a_liner.png,5.2272,6.1226
full,628,a photo of a liner,1,0.0,0.0,generated/full/class_0628_seed1_a_photo_of_a_liner.png,5.2379,6.1226
full,629,a photo of a lipstick,0,0.0,0.0,generated/full/class_0629_seed0_a_photo_of_a_lipstick.png,5.1591,6.1226
full,629,a photo of a lipstick,1,0.0,0.0,generated/full/class_0629_seed1_a_photo_of_a_lipstick.png,4.4190,6.1226
full,630,a photo of a Loafer,0,0.0,0.0,generated/full/class_0630_seed0_a_photo_of_a_Loafer.png,4.4416,6.1226
full,630,a photo of a Loafer,1,0.0,0.0,generated/full/class_0630_seed1_a_photo_of_a_Loafer.png,4.5151,6.1226
full,631,a photo of a lotion,0,0.0,0.0,generated/full/class_0631_seed0_a_photo_of_a_lotion.png,4.4320,6.1226
full,631,a photo of a lotion,1,0.0,0.0,generated/full/class_0631_seed1_a_photo_of_a_lotion.png,4.4292,6.1226
full,632,a photo of a loudspeaker,0,0.0,0.0,generated/full/class_0632_seed0_a_photo_of_a_loudspeaker.png,4.5601,6.1226
full,632,a photo of a loudspeaker,1,0.0,0.0,generated/full/class_0632_seed1_a_photo_of_a_loudspeaker.png,4.4124,6.1226
full,633,a photo of a loupe,0,0.0,0.0,generated/full/class_0633_seed0_a_photo_of_a_loupe.png,4.4151,6.1226
full,633,a photo of a loupe,1,0.0,0.0,generated/full/class_0633_seed1_a_photo_of_a_loupe.png,4.4183,6.1226
full,634,a photo of a lumbermill,0,0.0,0.0,generated/full/class_0634_seed0_a_photo_of_a_lumbermill.png,4.4111,6.1226
full,634,a photo of a lumbermill,1,0.0,0.0,generated/full/class_0634_seed1_a_photo_of_a_lumbermill.png,4.4179,6.1226
full,635,a photo of a magnetic compass,0,0.0,0.0,generated/full/class_0635_seed0_a_photo_of_a_magnetic_compass.png,4.4114,6.1226
full,635,a photo of a magnetic compass,1,0.0,0.0,generated/full/class_0635_seed1_a_photo_of_a_magnetic_compass.png,4.4180,6.1226
full,636,a photo of a mailbag,0,0.0,0.0,generated/full/class_0636_seed0_a_photo_of_a_mailbag.png,4.4101,6.1226
full,636,a photo of a mailbag,1,0.0,0.0,generated/full/class_0636_seed1_a_photo_of_a_mailbag.png,4.4136,6.1226
full,637,a photo of a mailbox,0,0.0,0.0,generated/full/class_0637_seed0_a_photo_of_a_mailbox.png,4.4079,6.1226
full,637,a photo of a mailbox,1,0.0,0.0,generated/full/class_0637_seed1_a_photo_of_a_mailbox.png,4.4214,6.1226
full,638,a photo of a maillot,0,0.0,0.0,generated/full/class_0638_seed0_a_photo_of_a_maillot.png,4.4274,6.1226
full,638,a photo of a maillot,1,0.0,0.0,generated/full/class_0638_seed1_a_photo_of_a_maillot.png,4.4226,6.1226
full,639,a photo of a maillot tank suit,0,0.0,0.0,generated/full/class_0639_seed0_a_photo_of_a_maillot_tank_suit.png,4.4234,6.1226
full,639,a photo of a maillot tank suit,1,0.0,0.0,generated/full/class_0639_seed1_a_photo_of_a_maillot_tank_suit.png,4.4162,6.1226
full,640,a photo of a manhole cover,0,0.0,0.0,generated/full/class_0640_seed0_a_photo_of_a_manhole_cover.png,4.4183,6.1226
full,640,a photo of a manhole cover,1,0.0,0.0,generated/full/class_0640_seed1_a_photo_of_a_manhole_cover.png,4.4166,6.1226
full,641,a photo of a maraca,0,0.0,0.0,generated/full/class_0641_seed0_a_photo_of_a_maraca.png,4.4088,6.1226
full,641,a photo of a maraca,1,0.0,0.0,generated/full/class_0641_seed1_a_photo_of_a_maraca.png,4.4162,6.1226
full,642,a photo of a marimba,0,0.0,0.0,generated/full/class_0642_seed0_a_photo_of_a_marimba.png,4.4145,6.1226
full,642,a photo of a marimba,1,0.0,0.0,generated/full/class_0642_seed1_a_photo_of_a_marimba.png,4.4200,6.1226
full,643,a photo of a mask,0,0.0,0.0,generated/full/class_0643_seed0_a_photo_of_a_mask.png,4.4106,6.1226
full,643,a photo of a mask,1,0.0,0.0,generated/full/class_0643_seed1_a_photo_of_a_mask.png,4.4232,6.1226
full,644,a photo of a matchstick,0,0.0,0.0,generated/full/class_0644_seed0_a_photo_of_a_matchstick.png,4.4155,6.1226
full,644,a photo of a matchstick,1,0.0,0.0,generated/full/class_0644_seed1_a_photo_of_a_matchstick.png,4.4222,6.1226
full,645,a photo of a maypole,0,0.0,0.0,generated/full/class_0645_seed0_a_photo_of_a_maypole.png,4.4179,6.1226
full,645,a photo of a maypole,1,0.0,0.0,generated/full/class_0645_seed1_a_photo_of_a_maypole.png,4.4095,6.1226
full,646,a photo of a maze,0,0.0,0.0,generated/full/class_0646_seed0_a_photo_of_a_maze.png,4.4247,6.1226
full,646,a photo of a maze,1,0.0,0.0,generated/full/class_0646_seed1_a_photo_of_a_maze.png,4.4170,6.1226
full,647,a photo of a measuring cup,0,0.0,0.0,generated/full/class_0647_seed0_a_photo_of_a_measuring_cup.png,4.4225,6.1226
full,647,a photo of a measuring cup,1,0.0,0.0,generated/full/class_0647_seed1_a_photo_of_a_measuring_cup.png,4.4133,6.1226
full,648,a photo of a medicine chest,0,0.0,0.0,generated/full/class_0648_seed0_a_photo_of_a_medicine_chest.png,4.4256,6.1226
full,648,a photo of a medicine chest,1,0.0,0.0,generated/full/class_0648_seed1_a_photo_of_a_medicine_chest.png,4.4191,6.1226
full,649,a photo of a megalith,0,0.0,0.0,generated/full/class_0649_seed0_a_photo_of_a_megalith.png,4.4216,6.1226
full,649,a photo of a megalith,1,0.0,0.0,generated/full/class_0649_seed1_a_photo_of_a_megalith.png,4.4199,6.1226
full,650,a photo of a microphone,0,0.0,0.0,generated/full/class_0650_seed0_a_photo_of_a_microphone.png,4.4306,6.1226
full,650,a photo of a microphone,1,0.0,0.0,generated/full/class_0650_seed1_a_photo_of_a_microphone.png,4.4228,6.1226
full,651,a photo of a microwave,0,0.0,0.0,generated/full/class_0651_seed0_a_photo_of_a_microwave.png,4.4157,6.1226
full,651,a photo of a microwave,1,0.0,0.0,generated/full/class_0651_seed1_a_photo_of_a_microwave.png,4.4155,6.1226
full,652,a photo of a military uniform,0,0.0,0.0,generated/full/class_0652_seed0_a_photo_of_a_military_uniform.png,4.4189,6.1226
full,652,a photo of a military uniform,1,0.0,0.0,generated/full/class_0652_seed1_a_photo_of_a_military_uniform.png,4.4477,6.1226
full,653,a photo of a milk can,0,0.0,0.0,generated/full/class_0653_seed0_a_photo_of_a_milk_can.png,4.4350,6.1226
full,653,a photo of a milk can,1,0.0,0.0,generated/full/class_0653_seed1_a_photo_of_a_milk_can.png,4.4145,6.1226
full,654,a photo of a minibus,0,0.0,0.0,generated/full/class_0654_seed0_a_photo_of_a_minibus.png,4.4310,6.1226
full,654,a photo of a minibus,1,0.0,0.0,generated/full/class_0654_seed1_a_photo_of_a_minibus.png,4.4173,6.1226
full,655,a photo of a miniskirt,0,0.0,0.0,generated/full/class_0655_seed0_a_photo_of_a_miniskirt.png,4.4199,6.1226
full,655,a photo of a miniskirt,1,0.0,0.0,generated/full/class_0655_seed1_a_photo_of_a_miniskirt.png,4.4214,6.1226
full,656,a photo of a minivan,0,0.0,0.0,generated/full/class_0656_seed0_a_photo_of_a_minivan.png,4.4259,6.1226
full,656,a photo of a minivan,1,0.0,0.0,generated/full/class_0656_seed1_a_photo_of_a_minivan.png,4.4239,6.1226
full,657,a photo of a missile,0,0.0,0.0,generated/full/class_0657_seed0_a_photo_of_a_missile.png,4.4230,6.1226
full,657,a photo of a missile,1,0.0,0.0,generated/full/class_0657_seed1_a_photo_of_a_missile.png,4.4185,6.1226
full,658,a photo of a mitten,0,0.0,0.0,generated/full/class_0658_seed0_a_photo_of_a_mitten.png,4.4241,6.1226
full,658,a photo of a mitten,1,0.0,0.0,generated/full/class_0658_seed1_a_photo_of_a_mitten.png,4.4242,6.1226
full,659,a photo of a mixing bowl,0,0.0,0.0,generated/full/class_0659_seed0_a_photo_of_a_mixing_bowl.png,4.4228,6.1226
full,659,a photo of a mixing bowl,1,0.0,0.0,generated/full/class_0659_seed1_a_photo_of_a_mixing_bowl.png,4.4215,6.1226
full,660,a photo of a mobile home,0,0.0,0.0,generated/full/class_0660_seed0_a_photo_of_a_mobile_home.png,4.4260,6.1226
full,660,a photo of a mobile home,1,0.0,0.0,generated/full/class_0660_seed1_a_photo_of_a_mobile_home.png,4.4159,6.1226
full,661,a photo of a Model T,0,0.0,0.0,generated/full/class_0661_seed0_a_photo_of_a_Model_T.png,4.4228,6.1226
full,661,a photo of a Model T,1,0.0,0.0,generated/full/class_0661_seed1_a_photo_of_a_Model_T.png,4.4266,6.1226
full,662,a photo of a modem,0,0.0,0.0,generated/full/class_0662_seed0_a_photo_of_a_modem.png,4.4208,6.1226
full,662,a photo of a modem,1,0.0,0.0,generated/full/class_0662_seed1_a_photo_of_a_modem.png,4.4219,6.1226
full,663,a photo of a monastery,0,0.0,0.0,generated/full/class_0663_seed0_a_photo_of_a_monastery.png,4.4224,6.1226
full,663,a photo of a monastery,1,0.0,0.0,generated/full/class_0663_seed1_a_photo_of_a_monastery.png,4.4302,6.1226
full,664,a photo of a monitor,0,0.0,0.0,generated/full/class_0664_seed0_a_photo_of_a_monitor.png,4.4257,6.1226
full,664,a photo of a monitor,1,0.0,0.0,generated/full/class_0664_seed1_a_photo_of_a_monitor.png,4.4248,6.1226
full,665,a photo of a moped,0,0.0,0.0,generated/full/class_0665_seed0_a_photo_of_a_moped.png,4.4158,6.1226
full,665,a photo of a moped,1,0.0,0.0,generated/full/class_0665_seed1_a_photo_of_a_moped.png,4.4254,6.1226
full,666,a photo of a mortar,0,0.0,0.0,generated/full/class_0666_seed0_a_photo_of_a_mortar.png,4.4145,6.1226
full,666,a photo of a mortar,1,0.0,0.0,generated/full/class_0666_seed1_a_photo_of_a_mortar.png,4.4221,6.1226
full,667,a photo of a mortarboard,0,0.0,0.0,generated/full/class_0667_seed0_a_photo_of_a_mortarboard.png,4.4187,6.1226
full,667,a photo of a mortarboard,1,0.0,0.0,generated/full/class_0667_seed1_a_photo_of_a_mortarboard.png,4.4161,6.1226
full,668,a photo of a mosque,0,0.0,0.0,generated/full/class_0668_seed0_a_photo_of_a_mosque.png,4.4226,6.1226
full,668,a photo of a mosque,1,0.0,0.0,generated/full/class_0668_seed1_a_photo_of_a_mosque.png,4.4277,6.1226
full,669,a photo of a mosquito net,0,0.0,0.0,generated/full/class_0669_seed0_a_photo_of_a_mosquito_net.png,4.4232,6.1226
full,669,a photo of a mosquito net,1,0.0,0.0,generated/full/class_0669_seed1_a_photo_of_a_mosquito_net.png,4.4192,6.1226
full,670,a photo of a motor scooter,0,0.0,0.0,generated/full/class_0670_seed0_a_photo_of_a_motor_scooter.png,4.4298,6.1226
full,670,a photo of a motor scooter,1,0.0,0.0,generated/full/class_0670_seed1_a_photo_of_a_motor_scooter.png,4.4207,6.1226
full,671,a photo of a mountain bike,0,0.0,0.0,generated/full/class_0671_seed0_a_photo_of_a_mountain_bike.png,4.4260,6.1226
full,671,a photo of a mountain bike,1,0.0,0.0,generated/full/class_0671_seed1_a_photo_of_a_mountain_bike.png,4.4209,6.1226
full,672,a photo of a mountain tent,0,0.0,0.0,generated/full/class_0672_seed0_a_photo_of_a_mountain_tent.png,4.4237,6.1226
full,672,a photo of a mountain tent,1,0.0,0.0,generated/full/class_0672_seed1_a_photo_of_a_mountain_tent.png,4.4295,6.1226
full,673,a photo of a mouse,0,0.0,0.0,generated/full/class_0673_seed0_a_photo_of_a_mouse.png,4.4210,6.1226
full,673,a photo of a mouse,1,0.0,0.0,generated/full/class_0673_seed1_a_photo_of_a_mouse.png,4.4226,6.1226
full,674,a photo of a mousetrap,0,0.0,0.0,generated/full/class_0674_seed0_a_photo_of_a_mousetrap.png,4.4173,6.1226
full,674,a photo of a mousetrap,1,0.0,0.0,generated/full/class_0674_seed1_a_photo_of_a_mousetrap.png,4.4248,6.1226
full,675,a photo of a moving van,0,0.0,0.0,generated/full/class_0675_seed0_a_photo_of_a_moving_van.png,4.4232,6.1226
full,675,a photo of a moving van,1,0.0,0.0,generated/full/class_0675_seed1_a_photo_of_a_moving_van.png,4.4140,6.1226
full,676,a photo of a muzzle,0,0.0,0.0,generated/full/class_0676_seed0_a_photo_of_a_muzzle.png,4.4289,6.1226
full,676,a photo of a muzzle,1,0.0,0.0,generated/full/class_0676_seed1_a_photo_of_a_muzzle.png,4.4207,6.1226
full,677,a photo of a nail,0,0.0,0.0,generated/full/class_0677_seed0_a_photo_of_a_nail.png,4.4347,6.1226
full,677,a photo of a nail,1,0.0,0.0,generated/full/class_0677_seed1_a_photo_of_a_nail.png,4.4140,6.1226
full,678,a photo of a neck brace,0,0.0,0.0,generated/full/class_0678_seed0_a_photo_of_a_neck_brace.png,4.4244,6.1226
full,678,a photo of a neck brace,1,0.0,0.0,generated/full/class_0678_seed1_a_photo_of_a_neck_brace.png,4.4186,6.1226
full,679,a photo of a necklace,0,0.0,0.0,generated/full/class_0679_seed0_a_photo_of_a_necklace.png,4.4197,6.1226
full,679,a photo of a necklace,1,0.0,0.0,generated/full/class_0679_seed1_a_photo_of_a_necklace.png,4.4219,6.1226
full,680,a photo of a nipple,0,0.0,0.0,generated/full/class_0680_seed0_a_photo_of_a_nipple.png,4.4188,6.1226
full,680,a photo of a nipple,1,0.0,0.0,generated/full/class_0680_seed1_a_photo_of_a_nipple.png,4.4250,6.1226
full,681,a photo of a notebook,0,0.0,0.0,generated/full/class_0681_seed0_a_photo_of_a_notebook.png,4.4224,6.1226
full,681,a photo of a notebook,1,0.0,0.0,generated/full/class_0681_seed1_a_photo_of_a_notebook.png,4.4203,6.1226
full,682,a photo of a obelisk,0,0.0,0.0,generated/full/class_0682_seed0_a_photo_of_a_obelisk.png,4.4239,6.1226
full,682,a photo of a obelisk,1,0.0,0.0,generated/full/class_0682_seed1_a_photo_of_a_obelisk.png,4.4212,6.1226
full,683,a photo of a oboe,0,0.0,0.0,generated/full/class_0683_seed0_a_photo_of_a_oboe.png,4.4281,6.1226
full,683,a photo of a oboe,1,0.0,0.0,generated/full/class_0683_seed1_a_photo_of_a_oboe.png,4.4165,6.1226
full,684,a photo of a ocarina,0,0.0,0.0,generated/full/class_0684_seed0_a_photo_of_a_ocarina.png,4.4305,6.1226
full,684,a photo of a ocarina,1,0.0,0.0,generated/full/class_0684_seed1_a_photo_of_a_ocarina.png,4.4171,6.1226
full,685,a photo of a odometer,0,0.0,0.0,generated/full/class_0685_seed0_a_photo_of_a_odometer.png,4.4265,6.1226
full,685,a photo of a odometer,1,0.0,0.0,generated/full/class_0685_seed1_a_photo_of_a_odometer.png,4.4473,6.1226
full,686,a photo of a oil filter,0,0.0,0.0,generated/full/class_0686_seed0_a_photo_of_a_oil_filter.png,4.4441,6.1226
full,686,a photo of a oil filter,1,0.0,0.0,generated/full/class_0686_seed1_a_photo_of_a_oil_filter.png,4.4304,6.1226
full,687,a photo of a organ,0,0.0,0.0,generated/full/class_0687_seed0_a_photo_of_a_organ.png,4.4208,6.1226
full,687,a photo of a organ,1,0.0,0.0,generated/full/class_0687_seed1_a_photo_of_a_organ.png,4.4231,6.1226
full,688,a photo of a oscilloscope,0,0.0,0.0,generated/full/class_0688_seed0_a_photo_of_a_oscilloscope.png,4.4281,6.1226
full,688,a photo of a oscilloscope,1,0.0,0.0,generated/full/class_0688_seed1_a_photo_of_a_oscilloscope.png,4.4268,6.1226
full,689,a photo of a overskirt,0,0.0,0.0,generated/full/class_0689_seed0_a_photo_of_a_overskirt.png,4.4265,6.1226
full,689,a photo of a overskirt,1,0.0,0.0,generated/full/class_0689_seed1_a_photo_of_a_overskirt.png,4.4240,6.1226
